Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa, Porcentaje de las empresas que tienen un área encargada de las TIC , GOBERNANZA , Porcentaje de las empresas que tienen presupuesto para las TIC , Porcentaje del presupuesto total asignado a las TIC , PRESUPUESTO , Porcentaje de las empresas que invierten en capacitar al personal , Porcentaje de las empresas que considera que es importante que su empresa domine las TIC , CAPACITIACIÓN , Porcentaje de las empresas que cuentan con un protocolo para dar respuesta a incidentes digitales , Porcentaje de las empresas que han estimado los costos de incidentes digitales , Porcentaje de las empresas que tienen un área encargada de la seguridad informática , SEGURIDAD , Porcentaje de las empresas que consideran que el acceso a las TIC es importante , Porcentaje de las empresas que han realizado innovaciones en su empresa usando las TIC , INNOVACIÓN , Calculo del Indice 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Total,  29.3 ,  29.3 ,  11.4 ,  5.1 ,  9.5 ,  22.5 ,  36.2 ,  28.0 ,  16.3 ,  9.3 ,  13.9 ,  14.2 ,  43.8 ,  13.0 ,  25.3 ,  21.3 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Micros,  21.7 ,  21.7 ,  2.5 ,  2.0 ,  2.4 ,  20.6 ,  15.5 ,  18.5 ,  2.5 ,  2.5 ,  2.5 ,  2.5 ,  23.3 ,  6.1 ,  13.0 ,  11.6 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Total,  32.9 ,  32.9 ,  12.8 ,  5.7 ,  10.7 ,  23.5 ,  28.3 ,  25.4 ,  18.4 ,  10.4 ,  15.7 ,  16.0 ,  36.8 ,  12.8 ,  22.4 ,  21.5 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Micros,  21.7 ,  21.7 ,  2.5 ,  2.0 ,  2.4 ,  20.6 ,  15.5 ,  18.5 ,  2.5 ,  2.5 ,  2.5 ,  2.5 ,  23.3 ,  6.1 ,  13.0 ,  11.6 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,  32.9 ,  32.9 ,  12.8 ,  5.7 ,  10.7 ,  23.5 ,  28.3 ,  25.4 ,  18.4 ,  10.4 ,  15.7 ,  16.0 ,  36.8 ,  12.8 ,  22.4 ,  21.5 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,  21.7 ,  21.7 ,  2.5 ,  2.0 ,  2.4 ,  20.6 ,  15.5 ,  18.5 ,  2.5 ,  2.5 ,  2.5 ,  2.5 ,  23.3 ,  6.1 ,  13.0 ,  11.6 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Total,  27.7 ,  27.7 ,  19.4 ,  8.5 ,  16.1 ,  17.7 ,  56.0 ,  33.0 ,  16.4 ,  9.3 ,  19.8 ,  16.0 ,  52.0 ,  18.4 ,  31.8 ,  24.9 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Micros,  18.7 ,  18.7 ,  11.4 ,  4.6 ,  9.4 ,  8.7 ,  51.0 ,  25.6 ,  8.0 ,  5.6 ,  11.2 ,  8.5 ,  45.7 ,  11.4 ,  25.1 ,  17.5 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Pymes,  57.1 ,  57.1 ,  44.5 ,  23.5 ,  38.2 ,  45.1 ,  71.7 ,  55.8 ,  47.2 ,  23.7 ,  50.5 ,  43.5 ,  73.2 ,  38.7 ,  52.5 ,  49.4 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Grandes,  100.0 ,  100.0 ,  88.7 ,  24.9 ,  69.6 ,  100.0 ,  100.0 ,  100.0 ,  63.7 ,  25.0 ,  71.8 ,  58.4 ,  100.0 ,  88.7 ,  93.2 ,  84.2 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Total,  21.3 ,  21.3 ,  13.7 ,  5.7 ,  11.3 ,  12.6 ,  48.1 ,  26.8 ,  10.5 ,  5.5 ,  14.3 ,  10.6 ,  46.1 ,  12.9 ,  26.2 ,  19.2 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Micros,  15.9 ,  15.9 ,  8.7 ,  3.9 ,  7.3 ,  6.2 ,  47.0 ,  22.5 ,  7.7 ,  5.6 ,  11.0 ,  8.3 ,  43.2 ,  9.8 ,  23.2 ,  15.4 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Pymes,  54.2 ,  54.2 ,  44.4 ,  18.4 ,  36.6 ,  52.2 ,  49.1 ,  50.9 ,  25.2 ,  3.1 ,  30.7 ,  22.4 ,  61.8 ,  27.5 ,  41.2 ,  41.1 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Total,  42.5 ,  42.5 ,  32.9 ,  15.0 ,  27.5 ,  29.7 ,  74.4 ,  47.6 ,  30.3 ,  18.3 ,  32.7 ,  28.6 ,  65.9 ,  31.3 ,  45.2 ,  38.3 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Micros,  27.9 ,  27.9 ,  20.6 ,  7.1 ,  16.6 ,  17.3 ,  64.4 ,  36.2 ,  8.9 ,  5.9 ,  12.0 ,  9.2 ,  54.2 ,  16.7 ,  31.7 ,  24.3 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Pymes,  59.2 ,  59.2 ,  44.6 ,  27.2 ,  39.4 ,  39.9 ,  88.3 ,  59.3 ,  63.5 ,  38.8 ,  65.1 ,  59.0 ,  81.6 ,  47.0 ,  60.8 ,  55.6 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Total,  42.3 ,  42.3 ,  33.1 ,  14.7 ,  27.6 ,  31.3 ,  73.6 ,  48.2 ,  26.7 ,  17.4 ,  29.5 ,  25.7 ,  61.5 ,  33.5 ,  44.7 ,  37.7 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Micros,  29.6 ,  29.6 ,  21.9 ,  7.5 ,  17.6 ,  18.4 ,  65.9 ,  37.4 ,  9.5 ,  6.3 ,  12.7 ,  9.8 ,  51.3 ,  17.8 ,  31.2 ,  25.1 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Pymes,  59.4 ,  59.4 ,  45.2 ,  27.4 ,  39.9 ,  46.7 ,  85.4 ,  62.2 ,  57.4 ,  37.9 ,  59.4 ,  54.1 ,  76.9 ,  55.6 ,  64.1 ,  55.9 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
