Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Proporcion de las empresas que usan computador/laptop,Proporcion de las empresas que usan tablets o telefonos inteligentes,Proporcion de las empresa que usan internet,Proporcion de las empresas que se conectan a internet a traves de red contratada,Proporcion de las empresas con intranet,Proporcion de las empresas con LAN,Proporcion de las empresas con extranet, Infraestructura ,Porcentaje de los empleados q usan internet para sus labores,Porcentaje de las empresas que usan internet para email,Porcentaje de las empresas que usan internet para Voip,Porcentaje de las empresas que usan internet para mensaje,Porcentaje de las empresas que usan internet para capacitacion, Procesamiento ,Porcentaje de los negocios que usan internet para obtener informacion sobre bienes y servicios,Porcentaje de los negocios que usan internet para obtener informacion sobre el gobierno,"Porcentaje de los negocios que usan internet para interactuar (tramites, PQR) con el gobierno",Porcentaje de los negocios que usan internet para acceso a bancos,Porcentaje de los negocios que usan internet para compras,Porcentaje de las compras realizadas a traves de comercio electronico,Porcentaje de las empresas q realizan los pagos a proveedores o colaboradores a traves de internet,Porcentaje de las empresas que usan internet para contratar empleados,Facilidad para acceder a presonas capacitadas (4 o 5), Insumos ,Porcentaje de los negocios que usan internet para atencion a los clientes,Porcentaje de los negocios que usan internet para ventas,Porcentaje de las VENTAS realizadas a traves de comercio electronico sobre valor de ventas,Porcentaje de los negocios que reciben ordenes por internet,Porcentaje de los negocios que distribuyen productos en linea,Porcentaje de distribucion fisico vs digital,Porcentaje de empresas con medios de pago electronico para los clientes,Porcentaje de las empresas que tiene pagina WEB,Porcentaje de las empresas que tiene presencia en redes sociales,Porcentaje delas empresas que tienen aplicaciones moviles, Distribucion , Calculo del Indice 
2017,Total,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,100%,71%,100%,100%,13%,61%,17%,73.2,51%,100%,40%,63%,25%,54.3,87%,78%,50%,85%,51%,22%,51%,31%,25%,58,93%,50%,20%,67%,30%,6%,78%,79%,61%,16%,54,60
2017,Total,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,93%,76%,96%,95%,18%,54%,11%,70.8,70%,96%,46%,60%,51%,65.4,88%,76%,55%,78%,43%,12%,43%,36%,51%,54,80%,47%,16%,57%,32%,11%,49%,68%,48%,14%,45,59
2017,Total,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,83%,78%,90%,88%,0%,42%,0%,63.1,73%,90%,37%,56%,32%,59.3,73%,55%,40%,66%,24%,8%,24%,20%,32%,39,76%,40%,10%,52%,36%,16%,40%,44%,51%,9%,40,50
2017,Total,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,100%,74%,100%,100%,27%,59%,17%,75.1,68%,100%,49%,63%,62%,68.6,98%,92%,62%,89%,52%,11%,52%,46%,62%,64,82%,49%,17%,58%,28%,9%,55%,84%,42%,17%,48,64
2017,Total,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,100%,59%,100%,100%,18%,56%,6%,69.8,71%,96%,64%,60%,31%,65.3,84%,74%,47%,66%,49%,13%,49%,32%,31%,52,87%,33%,6%,56%,33%,9%,43%,57%,52%,12%,41,57
2017,Total,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,100%,48%,100%,100%,0%,58%,0%,65.5,84%,92%,46%,57%,13%,60.9,89%,69%,24%,49%,46%,16%,46%,21%,13%,45,80%,35%,1%,62%,33%,10%,20%,29%,51%,6%,35,52
2017,Total,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,100%,64%,100%,100%,24%,50%,0%,70.2,56%,100%,79%,63%,46%,67.9,88%,76%,69%,81%,42%,11%,42%,51%,46%,57,93%,32%,11%,60%,34%,9%,64%,83%,57%,17%,47,61
2017,Total,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,79%,66%,81%,81%,15%,44%,1%,59.3,51%,75%,27%,47%,25%,45.5,59%,46%,31%,49%,28%,10%,28%,23%,25%,35,54%,27%,9%,32%,13%,3%,53%,49%,41%,10%,31,42
2017,Total,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,85%,54%,86%,86%,11%,38%,0%,58.7,63%,78%,28%,49%,17%,48.5,58%,40%,28%,44%,32%,10%,32%,20%,17%,34,55%,32%,12%,32%,7%,3%,41%,41%,39%,8%,29,43
2017,Total,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,72%,75%,76%,76%,17%,48%,2%,58.7,40%,71%,24%,45%,27%,41,58%,48%,33%,50%,25%,10%,25%,22%,27%,34,50%,24%,5%,33%,15%,4%,61%,51%,41%,10%,30,41
2017,Total,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,100%,61%,100%,100%,33%,61%,0%,71.5,59%,100%,61%,63%,77%,71.6,83%,77%,44%,83%,17%,12%,17%,54%,77%,48,100%,17%,13%,23%,40%,7%,83%,100%,56%,20%,44,59
2017,Total,Sector Secundario,Servicios Publicos,Total,Total,100%,83%,100%,100%,49%,77%,16%,80.9,83%,100%,78%,63%,63%,79.2,95%,92%,68%,92%,60%,28%,60%,65%,63%,70,89%,44%,24%,43%,38%,6%,43%,88%,84%,18%,48,70
2017,Total,Sector Secundario,Servicios Publicos,Total,Micros,100%,63%,100%,100%,9%,37%,0%,67.1,66%,100%,38%,63%,38%,61.3,96%,66%,30%,75%,53%,16%,53%,30%,38%,55,58%,58%,16%,67%,54%,9%,58%,59%,63%,12%,49,58
2017,Total,Sector Secundario,Servicios Publicos,Total,Pymes,100%,88%,100%,100%,57%,84%,26%,84.4,91%,100%,90%,63%,63%,84.2,92%,100%,68%,96%,62%,23%,62%,77%,63%,72,98%,31%,17%,26%,46%,7%,19%,96%,90%,19%,42,71
2017,Total,Sector Secundario,Servicios Publicos,Total,Grandes,100%,93%,100%,100%,71%,100%,13%,86.9,83%,100%,91%,63%,84%,86,100%,100%,100%,100%,64%,46%,64%,75%,84%,80,100%,55%,42%,51%,13%,1%,69%,100%,91%,20%,56,77
2017,Total,Sector Secundario,Construccion,Total,Total,100%,68%,100%,97%,18%,49%,5%,70.4,66%,99%,55%,62%,40%,64.9,95%,76%,54%,80%,50%,16%,50%,34%,40%,58,80%,41%,12%,30%,26%,8%,52%,60%,59%,12%,39,58
2017,Total,Sector Secundario,Construccion,Total,Micros,100%,67%,100%,89%,9%,55%,5%,69.2,69%,100%,57%,63%,46%,67.6,85%,66%,44%,69%,46%,16%,46%,22%,46%,52,70%,46%,11%,20%,14%,7%,48%,41%,53%,8%,34,56
2017,Total,Sector Secundario,Construccion,Total,Pymes,100%,68%,100%,100%,20%,47%,4%,70.5,65%,99%,54%,62%,36%,63.6,97%,78%,56%,84%,50%,16%,50%,36%,36%,59,82%,38%,11%,31%,29%,9%,54%,64%,59%,13%,40,58
2017,Total,Sector Secundario,Construccion,Total,Grandes,100%,84%,100%,100%,48%,48%,32%,79.6,66%,100%,84%,63%,84%,79.7,100%,100%,100%,68%,68%,15%,68%,84%,84%,72,84%,68%,25%,100%,36%,0%,32%,100%,100%,20%,61,73
2017,Total,Sector Terciario,Total,Total,Total,93%,65%,96%,94%,21%,44%,7%,67.4,77%,91%,43%,57%,40%,63.6,82%,59%,34%,60%,47%,16%,47%,26%,40%,49,77%,48%,12%,45%,29%,7%,48%,55%,60%,11%,42,55
2017,Total,Sector Terciario,Total,Total,Micros,90%,65%,94%,91%,13%,38%,4%,64.4,76%,88%,36%,55%,30%,59.2,80%,50%,23%,52%,43%,15%,43%,17%,30%,43,72%,45%,11%,43%,27%,7%,41%,43%,54%,9%,38,51
2017,Total,Sector Terciario,Total,Total,Pymes,99%,64%,99%,98%,32%,54%,10%,71.6,77%,97%,49%,61%,55%,69.6,84%,72%,50%,71%,52%,18%,52%,40%,55%,56,85%,51%,15%,45%,31%,7%,57%,73%,68%,15%,47,61
2017,Total,Sector Terciario,Total,Total,Grandes,100%,77%,100%,100%,59%,70%,31%,81.4,86%,100%,90%,63%,84%,87,100%,88%,84%,90%,76%,17%,76%,66%,84%,77,99%,71%,14%,65%,52%,16%,82%,100%,84%,20%,64,77
2017,Total,Sector Terciario,Comercio,Total,Total,94%,64%,97%,94%,19%,42%,5%,67,79%,92%,38%,58%,38%,62.9,84%,55%,26%,60%,53%,20%,53%,22%,38%,50,78%,53%,14%,52%,30%,6%,52%,48%,57%,10%,44,56
2017,Total,Sector Terciario,Comercio,Total,Micros,92%,66%,96%,92%,12%,39%,4%,65.5,79%,90%,33%,57%,30%,59.9,83%,48%,20%,57%,48%,18%,48%,16%,30%,46,76%,49%,12%,52%,29%,7%,48%,41%,52%,8%,41,53
2017,Total,Sector Terciario,Comercio,Total,Pymes,100%,57%,100%,100%,39%,49%,8%,71,77%,98%,44%,61%,59%,69.4,88%,73%,37%,65%,66%,25%,66%,37%,59%,60,82%,62%,19%,51%,27%,5%,61%,67%,70%,13%,49,63
2017,Total,Sector Terciario,Comercio,Total,Grandes,100%,67%,100%,100%,44%,67%,12%,75.8,84%,100%,100%,63%,100%,91.5,100%,86%,86%,100%,67%,12%,67%,67%,100%,76,100%,89%,8%,70%,75%,13%,89%,100%,86%,20%,70,78
2017,Total,Sector Terciario,Servicios,Total,Total,92%,66%,95%,93%,22%,46%,8%,67.7,75%,90%,48%,57%,42%,64.4,80%,63%,43%,60%,42%,11%,42%,30%,42%,47,77%,42%,11%,37%,28%,8%,43%,62%,63%,13%,40,55
2017,Total,Sector Terciario,Servicios,Total,Micros,87%,64%,92%,89%,13%,36%,3%,62.7,73%,85%,40%,53%,30%,58.1,77%,53%,28%,46%,36%,9%,36%,18%,30%,39,66%,38%,10%,31%,23%,7%,30%,47%,56%,9%,33,48
2017,Total,Sector Terciario,Servicios,Total,Pymes,98%,67%,98%,98%,28%,56%,11%,72,77%,97%,53%,61%,54%,69.7,82%,71%,57%,74%,44%,13%,44%,42%,54%,54,87%,45%,12%,42%,33%,8%,54%,77%,67%,15%,45,60
2017,Total,Sector Terciario,Servicios,Total,Grandes,100%,81%,100%,100%,66%,71%,40%,84,88%,100%,86%,63%,77%,85,100%,89%,82%,85%,80%,19%,80%,65%,77%,77,99%,63%,17%,63%,42%,17%,79%,100%,84%,20%,61,77
2017,Total,Sector Terciario,Servicios,Transporte y almacenamiento,Total,90%,72%,90%,90%,21%,37%,9%,66.1,72%,90%,49%,57%,41%,63.4,74%,53%,39%,55%,54%,15%,54%,33%,41%,50,64%,48%,15%,32%,17%,6%,42%,53%,51%,11%,37,54
2017,Total,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,76%,75%,82%,82%,6%,25%,0%,57.9,65%,82%,32%,51%,15%,50.3,67%,29%,7%,29%,48%,13%,48%,13%,15%,35,41%,42%,16%,28%,16%,7%,20%,17%,32%,3%,25,42
2017,Total,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,100%,61%,96%,96%,24%,46%,4%,68.4,75%,96%,51%,60%,54%,68.8,74%,68%,58%,73%,46%,12%,46%,43%,54%,54,77%,49%,9%,16%,16%,5%,47%,75%,58%,15%,38,57
2017,Total,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,100%,100%,100%,100%,58%,47%,58%,86.3,87%,100%,100%,63%,89%,90.1,100%,88%,88%,88%,100%,33%,100%,73%,89%,87,100%,62%,29%,100%,30%,11%,100%,100%,95%,20%,69,83
2017,Total,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,86%,59%,91%,89%,8%,46%,5%,62,58%,76%,31%,48%,22%,48,71%,52%,26%,46%,30%,5%,30%,15%,22%,35,77%,46%,11%,34%,18%,10%,43%,58%,69%,12%,39,46
2017,Total,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,80%,56%,89%,85%,3%,39%,0%,57.7,53%,68%,30%,42%,21%,43.8,75%,50%,15%,32%,22%,3%,22%,11%,21%,28,66%,33%,5%,30%,15%,8%,27%,50%,66%,10%,31,40
2017,Total,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,95%,64%,95%,95%,16%,55%,15%,68.8,64%,90%,30%,56%,27%,53.9,62%,54%,44%,69%,40%,10%,40%,21%,27%,45,95%,68%,20%,38%,25%,11%,67%,70%,71%,14%,51,55
2017,Total,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Información y comunicaciones,Total,99%,60%,99%,98%,35%,50%,19%,71.6,91%,95%,68%,59%,48%,75.4,85%,67%,49%,73%,64%,24%,64%,45%,48%,61,90%,49%,11%,52%,41%,12%,32%,73%,67%,15%,46,64
2017,Total,Sector Terciario,Servicios,Información y comunicaciones,Micros,98%,59%,98%,96%,22%,29%,9%,66.3,86%,90%,54%,56%,31%,66.3,74%,55%,35%,65%,47%,12%,47%,24%,31%,47,87%,42%,11%,46%,29%,10%,27%,53%,55%,11%,39,55
2017,Total,Sector Terciario,Servicios,Información y comunicaciones,Pymes,100%,68%,100%,100%,52%,77%,33%,79.7,97%,100%,90%,63%,71%,87.5,95%,78%,68%,90%,79%,33%,79%,74%,71%,77,92%,46%,11%,63%,60%,14%,36%,93%,76%,19%,52,74
2017,Total,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,98%,75%,98%,98%,27%,48%,6%,72.1,83%,98%,65%,62%,67%,77,82%,72%,55%,79%,37%,10%,37%,36%,67%,53,80%,33%,11%,37%,38%,8%,52%,64%,55%,13%,40,60
2017,Total,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,98%,76%,99%,99%,12%,49%,3%,70.9,88%,99%,57%,62%,64%,76.7,82%,65%,47%,77%,39%,10%,39%,28%,64%,51,81%,36%,12%,39%,44%,7%,45%,43%,49%,9%,38,59
2017,Total,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,97%,73%,97%,96%,27%,44%,3%,70.3,77%,97%,67%,61%,64%,74.6,79%,72%,54%,79%,31%,6%,31%,38%,64%,50,76%,28%,8%,35%,27%,8%,55%,79%,60%,16%,39,58
2017,Total,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,100%,80%,100%,100%,91%,64%,32%,84.6,84%,100%,96%,63%,87%,88,96%,100%,91%,91%,53%,21%,53%,67%,87%,70,96%,41%,21%,41%,49%,11%,75%,100%,60%,20%,52,74
2017,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,92%,77%,97%,94%,25%,51%,9%,71.2,82%,97%,44%,61%,48%,68.3,87%,68%,52%,70%,40%,10%,40%,37%,48%,51,82%,45%,10%,42%,37%,7%,51%,65%,64%,13%,43,58
2017,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,85%,73%,93%,91%,13%,41%,6%,65.3,83%,93%,33%,58%,29%,61.8,77%,50%,30%,53%,38%,9%,38%,27%,29%,41,71%,44%,9%,34%,32%,7%,37%,46%,50%,9%,36,51
2017,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,99%,80%,100%,97%,29%,57%,6%,74.5,79%,100%,49%,63%,60%,71.8,95%,82%,69%,83%,38%,11%,38%,41%,60%,57,91%,46%,10%,48%,38%,6%,60%,80%,75%,16%,48,63
2017,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,100%,90%,100%,100%,91%,82%,64%,91.5,88%,100%,91%,63%,100%,90.8,100%,92%,92%,100%,80%,15%,80%,91%,100%,83,100%,56%,17%,58%,64%,23%,82%,100%,91%,20%,62,82
2017,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,97%,64%,97%,96%,25%,41%,4%,68.2,80%,97%,56%,60%,43%,69.1,82%,65%,50%,64%,45%,13%,45%,30%,43%,50,72%,34%,9%,37%,29%,4%,34%,58%,53%,12%,35,56
2017,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,96%,64%,96%,94%,23%,30%,2%,66.1,82%,95%,52%,60%,32%,66.3,81%,61%,45%,56%,42%,12%,42%,15%,32%,45,66%,37%,10%,28%,22%,4%,23%,48%,53%,10%,31,52
2017,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,100%,60%,99%,99%,25%,53%,5%,70,78%,99%,62%,62%,59%,73.6,82%,71%,59%,75%,48%,16%,48%,52%,59%,57,81%,26%,6%,49%,43%,5%,49%,71%,52%,14%,40,60
2017,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,100%,100%,100%,100%,79%,100%,36%,91.5,47%,100%,79%,63%,79%,71.9,100%,85%,58%,100%,85%,12%,85%,85%,79%,80,100%,64%,7%,64%,21%,11%,79%,100%,64%,20%,57,75
2017,Total,Sector Terciario,Servicios,Administración pública y defensa,Total,100%,78%,100%,100%,37%,79%,21%,79.3,89%,100%,62%,63%,68%,78.8,85%,90%,83%,88%,44%,4%,44%,46%,68%,60,94%,38%,4%,22%,23%,11%,61%,80%,78%,16%,42,65
2017,Total,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Administración pública y defensa,Pymes,100%,74%,100%,100%,32%,73%,37%,79.1,88%,100%,61%,63%,73%,79.5,83%,100%,97%,93%,48%,3%,48%,40%,73%,64,94%,45%,4%,22%,17%,21%,60%,84%,97%,17%,45,67
2017,Total,Sector Terciario,Servicios,Administración pública y defensa,Grandes,100%,70%,100%,100%,64%,85%,12%,80,85%,100%,79%,63%,92%,86.1,100%,100%,92%,100%,49%,2%,49%,72%,92%,70,100%,27%,1%,22%,27%,3%,71%,100%,79%,20%,43,70
2017,Total,Sector Terciario,Servicios,Educación,Total,100%,57%,98%,95%,37%,60%,19%,72.1,84%,98%,60%,61%,62%,75.4,92%,80%,71%,58%,45%,15%,45%,54%,62%,55,76%,41%,17%,32%,37%,12%,38%,84%,82%,17%,43,61
2017,Total,Sector Terciario,Servicios,Educación,Micros,100%,75%,87%,75%,7%,36%,0%,64.1,73%,87%,48%,55%,31%,60.6,83%,74%,59%,24%,34%,16%,34%,13%,31%,39,75%,34%,16%,26%,34%,5%,26%,51%,63%,10%,34,49
2017,Total,Sector Terciario,Servicios,Educación,Pymes,100%,52%,100%,100%,41%,60%,18%,72.2,85%,100%,54%,63%,62%,74.6,92%,80%,68%,61%,45%,17%,45%,54%,62%,56,71%,36%,18%,29%,31%,11%,35%,88%,83%,18%,41,61
2017,Total,Sector Terciario,Servicios,Educación,Grandes,100%,59%,100%,100%,55%,86%,45%,80.5,96%,100%,100%,63%,97%,94.4,100%,86%,96%,86%,55%,7%,55%,97%,97%,70,100%,66%,11%,52%,66%,23%,62%,100%,97%,20%,61,77
2017,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,99%,64%,99%,94%,39%,57%,19%,73.1,85%,97%,60%,61%,70%,76.9,89%,77%,43%,56%,40%,11%,40%,31%,70%,49,76%,37%,12%,43%,26%,11%,55%,67%,58%,14%,41,60
2017,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,97%,54%,97%,90%,27%,44%,9%,66.6,83%,94%,52%,59%,68%,73.4,83%,81%,29%,42%,34%,10%,34%,14%,68%,42,64%,46%,16%,33%,21%,11%,63%,54%,54%,11%,39,55
2017,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,100%,78%,100%,100%,45%,71%,26%,79.8,85%,100%,71%,63%,77%,81.5,96%,71%,52%,64%,44%,11%,44%,47%,77%,54,89%,25%,7%,49%,21%,7%,33%,77%,61%,15%,39,64
2017,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,100%,70%,100%,100%,74%,78%,43%,83.5,92%,100%,70%,63%,65%,80.7,100%,74%,79%,95%,56%,13%,56%,65%,65%,68,96%,26%,11%,70%,61%,17%,69%,100%,69%,20%,53,71
2017,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,84%,66%,92%,87%,23%,34%,1%,63,76%,88%,42%,55%,42%,62.7,77%,53%,29%,41%,42%,14%,42%,29%,42%,42,63%,42%,12%,18%,19%,7%,44%,67%,71%,13%,36,51
2017,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,74%,70%,87%,79%,12%,26%,0%,57.6,78%,82%,34%,51%,28%,57.2,75%,40%,22%,40%,47%,19%,47%,23%,28%,41,46%,41%,17%,10%,20%,9%,26%,54%,78%,11%,31,47
2017,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,100%,49%,100%,100%,23%,46%,0%,66.8,66%,97%,43%,61%,53%,64.3,74%,66%,25%,45%,20%,7%,20%,39%,53%,35,84%,31%,6%,28%,11%,1%,60%,80%,62%,16%,38,51
2017,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Total,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Total,Total,Total,Total,96%,67%,99%,97%,26%,52%,10%,70.8,72%,98%,53%,61%,48%,68,91%,69%,56%,73%,59%,17%,59%,33%,48%,60,80%,53%,18%,50%,28%,10%,56%,61%,66%,12%,46,61
2017,Region Atlantico,Total,Total,Total,Micros,93%,62%,97%,95%,15%,39%,7%,66.1,65%,96%,46%,60%,42%,62.3,89%,59%,43%,66%,59%,14%,59%,28%,42%,55,75%,59%,19%,55%,28%,12%,48%,60%,65%,12%,47,58
2017,Region Atlantico,Total,Total,Total,Pymes,100%,71%,100%,99%,34%,68%,10%,75.3,79%,100%,58%,63%,51%,71.7,94%,78%,69%,82%,58%,21%,58%,37%,51%,64,84%,46%,18%,46%,28%,6%,62%,59%,65%,12%,45,64
2017,Region Atlantico,Total,Total,Total,Grandes,100%,82%,100%,100%,79%,63%,31%,83.7,90%,100%,86%,63%,83%,86.9,93%,95%,87%,77%,73%,16%,73%,56%,83%,72,90%,42%,14%,31%,30%,16%,84%,93%,87%,19%,50,73
2017,Region Atlantico,Sector Primario,Total,Total,Total,100%,66%,99%,99%,12%,38%,2%,68.1,77%,99%,45%,62%,39%,66.1,96%,75%,64%,69%,38%,12%,38%,20%,39%,51,59%,25%,9%,46%,24%,3%,47%,34%,15%,7%,30,54
2017,Region Atlantico,Sector Primario,Total,Total,Micros,100%,50%,96%,96%,23%,23%,0%,63.5,88%,96%,38%,60%,27%,64.6,96%,62%,50%,35%,27%,4%,27%,12%,27%,37,38%,12%,1%,50%,12%,5%,46%,23%,15%,5%,23,47
2017,Region Atlantico,Sector Primario,Total,Total,Pymes,100%,71%,100%,100%,7%,43%,1%,69.4,74%,100%,46%,63%,42%,65.9,95%,78%,69%,80%,43%,14%,43%,23%,42%,56,66%,30%,12%,45%,27%,2%,49%,36%,14%,7%,32,56
2017,Region Atlantico,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Total,100%,64%,100%,100%,9%,39%,0%,67.6,79%,100%,42%,63%,36%,65.6,97%,73%,64%,70%,36%,12%,36%,18%,36%,51,61%,24%,9%,42%,21%,2%,49%,30%,12%,6%,29,53
2017,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Pymes,100%,68%,100%,100%,4%,44%,0%,68.4,75%,100%,44%,63%,40%,65.5,96%,76%,68%,80%,40%,15%,40%,20%,40%,55,68%,28%,11%,40%,24%,2%,48%,32%,12%,6%,30,55
2017,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Primario,Minas y canteras,Total,Total,100%,85%,92%,92%,31%,31%,15%,72.3,66%,92%,69%,58%,62%,70.3,85%,92%,69%,62%,54%,7%,54%,39%,62%,57,46%,31%,9%,77%,46%,9%,39%,62%,39%,12%,40,60
2017,Region Atlantico,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Atlantico,Sector Secundario,Total,Total,Total,90%,62%,96%,94%,26%,53%,4%,67.3,64%,93%,56%,58%,48%,64.6,89%,64%,57%,67%,46%,15%,46%,43%,48%,53,80%,36%,16%,43%,25%,6%,40%,44%,51%,9%,37,56
2017,Region Atlantico,Sector Secundario,Total,Total,Micros,72%,60%,89%,83%,2%,27%,0%,55.3,41%,80%,48%,50%,31%,49.2,75%,53%,42%,36%,35%,5%,35%,26%,31%,37,65%,37%,12%,50%,20%,4%,29%,20%,45%,4%,32,43
2017,Region Atlantico,Sector Secundario,Total,Total,Pymes,100%,61%,100%,100%,34%,69%,7%,73.2,75%,100%,59%,63%,56%,71.9,100%,66%,65%,83%,54%,20%,54%,53%,56%,63,90%,36%,16%,41%,29%,6%,43%,54%,51%,11%,39,62
2017,Region Atlantico,Sector Secundario,Total,Total,Grandes,100%,80%,100%,100%,68%,52%,0%,78,81%,100%,76%,63%,68%,79.5,76%,100%,64%,88%,36%,22%,36%,44%,68%,58,76%,36%,26%,24%,24%,12%,64%,76%,76%,15%,42,64
2017,Region Atlantico,Sector Secundario,Industrias manufactureras,Total,Total,82%,69%,93%,89%,24%,37%,7%,64.3,58%,87%,41%,55%,43%,57.1,80%,56%,0%,0%,0%,0%,0%,0%,43%,14,65%,35%,18%,54%,30%,7%,41%,46%,52%,9%,38,43
