Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con ciberseguridad,Porcentaje de las empresas con ciberseguridad en plan de implementación,Porcentaje de las empresas con computación en la nube ,Porcentaje de las empresas con computación en la nube en plan de implementación,INFRAESTRUCTURA,Porcentaje de las empresas con sensores/M2M/IOT,Porcentaje de las empresas con sensores/M2M/IOT en plan de implementación,Porcentaje de las empresas con robótica,Porcentaje de las empresas con robótica en plan de implementacion,Porcentaje de las empresas con impresoras 3D,Porcentaje de las empresas con impresoras 3D en plan de implementación,Porcentaje de las empresas con realidad virtual,Porcentaje de las empresas con realidad virtual en plan de implementación,PROCESAMIENTO,Porcentaje de las empresas con Big Data,Porcentaje de las empresas con Big Data en plan de implementación,Porcentaje de las empresas con inteligencia artificial,Porcentaje de las empresas con inteligencia artificial en plan de implementación,Porcentaje de las empresas con block chain,Porcentaje de las empresas con block chain en plan de implementación, DISTRIBUCION , Calculo del Indice 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,
